1,225.5,1.3,217.7,0.73,49.9
1,225.1,1.3,218.2,0.73,49.8
1,225.4,1.3,210.5,0.71,49.9
1,225.5,1.3,210.9,0.71,49.8
1,225.4,1.3,212.2,0.72,49.8
1,225.5,1.3,211.6,0.71,49.8
1,225.5,1.3,211.3,0.71,49.8
1,225.3,1.3,213.1,0.72,49.8
1,225.3,1.3,211.4,0.72,49.8
1,225.3,1.3,211.3,0.71,49.8
1,225.3,1.3,211.9,0.72,49.8
1,225.2,1.4,230.0,0.75,49.8
1,225.4,1.3,191.3,0.67,49.9
1,225.3,1.3,192.0,0.67,49.9
1,225.4,1.3,191.6,0.67,49.9
1,225.5,1.3,191.9,0.67,49.9
1,225.5,1.3,191.7,0.67,49.9
1,225.5,1.3,190.8,0.67,49.9
1,225.6,1.3,191.8,0.67,49.9
1,225.5,1.3,191.1,0.67,49.9
1,225.4,1.3,191.5,0.67,49.9
1,225.6,1.3,193.3,0.67,49.9
1,225.6,1.3,191.9,0.67,49.9
1,225.6,1.3,193.0,0.67,49.9
1,225.6,1.3,191.8,0.67,49.9
1,225.7,1.3,191.7,0.67,49.9
1,225.5,1.3,191.8,0.67,49.9
1,225.5,1.3,191.7,0.67,49.9
1,225.5,1.3,193.9,0.68,49.9
1,225.4,1.3,192.2,0.67,49.9
1,225.3,1.3,192.4,0.67,49.9
1,225.5,1.2,171.8,0.64,49.9
1,225.5,1.2,173.0,0.64,49.9
1,225.3,1.2,177.5,0.65,49.9
1,225.4,1.2,172.6,0.64,49.9
1,225.4,1.2,174.4,0.64,49.9
1,225.6,1.2,172.4,0.64,49.9
1,225.6,1.2,172.3,0.64,49.9
1,225.7,1.2,172.1,0.63,49.9
1,225.6,1.2,173.0,0.64,49.9
1,225.6,1.2,172.4,0.64,50.0
1,225.7,1.2,172.2,0.64,50.0
1,225.7,1.2,172.1,0.64,50.0
1,225.6,1.2,172.0,0.64,50.0
1,225.6,1.2,172.1,0.64,50.0
1,225.8,1.2,171.7,0.64,50.0
1,225.6,1.2,175.9,0.64,50.0
1,225.5,1.2,171.6,0.64,50.1
1,225.9,1.2,172.1,0.64,50.1
1,225.9,1.2,171.7,0.64,50.0
1,225.9,1.2,177.0,0.65,50.0
1,225.9,1.2,172.1,0.64,50.0
1,225.9,1.2,172.1,0.64,50.0
1,226.1,1.2,172.3,0.63,50.0
1,226.1,1.2,172.9,0.64,50.0
1,226.1,1.2,172.9,0.64,50.0
1,226.1,1.2,172.6,0.64,50.0
1,226.2,1.2,173.1,0.64,50.0
1,226.2,1.2,174.0,0.64,50.0
1,226.3,1.2,173.1,0.64,50.0
1,226.3,1.2,173.0,0.63,50.0
1,226.2,1.2,181.9,0.65,50.0
1,226.3,1.2,173.5,0.64,50.0
1,226.2,1.2,172.7,0.63,50.0
1,226.2,1.2,173.0,0.63,50.0
1,226.2,1.2,172.3,0.63,50.0
1,226.1,1.2,172.6,0.63,50.0
1,226.1,1.2,172.3,0.63,50.0
1,226.1,1.2,172.5,0.63,50.0
1,226.0,1.2,172.7,0.63,50.0
1,226.1,1.2,172.6,0.63,49.9
1,226.1,1.2,172.2,0.63,49.9
1,225.7,1.2,172.0,0.63,50.0
1,226.3,1.2,173.8,0.63,49.9
1,226.5,1.2,173.6,0.63,49.9
1,226.5,1.2,173.6,0.63,50.0
1,226.4,1.2,175.1,0.63,49.9
1,226.4,1.2,173.9,0.63,50.0
1,226.4,1.2,173.9,0.63,50.0
1,226.3,1.2,174.0,0.63,50.0
1,226.4,1.2,173.8,0.63,50.0
1,226.4,1.2,174.4,0.64,50.0
1,226.4,1.2,172.7,0.63,50.0
1,226.5,1.2,174.1,0.63,50.0
1,226.5,1.2,173.1,0.63,50.0
1,226.4,1.2,178.5,0.64,50.0
1,226.5,1.2,173.2,0.63,50.0
1,226.5,1.2,173.4,0.63,50.0
1,226.5,1.2,173.2,0.63,50.0
1,226.4,1.2,173.9,0.63,50.0
1,226.4,1.2,173.4,0.63,50.0
1,226.5,1.2,178.7,0.64,50.0
1,226.4,1.2,175.7,0.64,50.0
1,226.5,1.2,174.2,0.64,50.0
1,226.7,1.2,173.7,0.63,50.0
1,226.5,1.2,173.1,0.63,50.0
1,226.7,1.2,173.6,0.63,50.0
1,226.7,1.2,174.2,0.63,50.0
1,226.7,1.2,174.1,0.63,50.0
1,226.6,1.2,173.8,0.63,50.0
1,226.6,1.2,173.5,0.63,50.0
1,226.7,1.2,173.0,0.63,50.0
1,226.6,1.2,174.0,0.64,50.0
1,226.6,1.2,172.6,0.63,50.0
1,226.7,1.2,173.3,0.63,50.0
1,226.7,1.2,174.3,0.64,50.0
1,226.6,1.2,173.4,0.63,50.0
1,226.7,1.2,173.5,0.63,50.0
1,226.6,1.2,173.5,0.63,50.0
1,226.5,1.2,173.3,0.63,50.0
1,226.6,1.2,175.2,0.64,50.0
1,226.7,1.2,173.4,0.63,50.0
1,226.7,1.2,173.4,0.63,50.0
1,226.8,1.2,174.3,0.63,50.0
1,226.7,1.2,173.2,0.63,50.0
1,226.7,1.2,175.8,0.64,50.0
1,226.7,1.2,178.8,0.64,50.0
1,226.6,1.2,177.7,0.64,50.0
1,226.6,1.3,196.4,0.66,50.0
1,225.6,4.5,941.6,0.93,50.0
1,225.6,5.2,1118.3,0.95,50.0
1,225.4,5.3,1134.2,0.95,50.0
1,225.6,5.1,1092.5,0.94,50.1
1,225.4,5.2,1116.3,0.95,50.0
1,225.5,5.2,1100.9,0.94,50.0
1,225.4,5.1,1095.4,0.94,50.0
1,225.4,5.2,1114.8,0.95,50.0
1,225.4,5.3,1139.7,0.95,50.1
1,225.5,5.3,1128.3,0.95,50.1
1,225.5,5.3,1135.4,0.95,50.1
1,225.5,5.3,1143.5,0.95,50.1
1,225.7,5.4,1145.4,0.95,50.1
1,225.7,5.4,1154.6,0.95,50.1
1,225.7,5.4,1159.3,0.95,50.1
1,225.7,5.4,1165.2,0.95,50.1
1,225.7,5.5,1173.9,0.95,50.1
1,225.7,5.5,1182.9,0.95,50.1
1,225.7,5.6,1191.2,0.95,50.1
1,225.7,5.6,1200.1,0.95,50.1
1,225.7,5.6,1209.2,0.95,50.1
1,225.5,5.7,1215.7,0.95,50.1
1,225.5,5.7,1223.7,0.95,50.1
1,225.6,5.7,1233.3,0.95,50.1
1,225.6,5.8,1239.0,0.95,50.1
1,225.6,5.8,1246.6,0.95,50.1
1,225.6,5.8,1253.9,0.95,50.1
1,225.6,5.9,1260.1,0.95,50.1
1,225.5,5.9,1265.2,0.95,50.1
1,225.6,5.9,1271.3,0.95,50.1
1,225.6,5.9,1276.9,0.95,50.1
1,225.6,5.9,1278.9,0.95,50.1
1,225.5,6.0,1280.3,0.95,50.1
1,225.5,6.0,1282.0,0.95,50.1
1,225.6,6.0,1284.4,0.95,50.1
1,225.6,6.0,1287.5,0.95,50.1
1,225.6,6.0,1287.7,0.95,50.1
1,225.5,6.0,1289.3,0.95,50.1
1,225.6,6.0,1288.7,0.95,50.1
1,225.5,6.0,1288.5,0.95,50.1
1,225.8,6.0,1288.5,0.95,50.1
1,225.6,6.0,1288.2,0.95,50.1
1,225.7,6.0,1286.8,0.95,50.1
1,225.7,6.0,1286.5,0.95,50.1
1,225.5,6.0,1284.2,0.95,50.1
1,225.7,6.0,1281.5,0.95,50.1
1,225.8,5.9,1280.0,0.95,50.1
1,225.9,5.9,1278.0,0.95,50.1
1,226.0,5.9,1282.8,0.95,50.1
1,226.0,5.9,1282.3,0.95,50.1
1,226.0,5.9,1281.8,0.95,50.1
1,225.9,5.9,1281.0,0.95,50.1
1,225.9,5.9,1278.0,0.95,50.1
1,225.9,5.9,1278.5,0.95,50.1
1,225.9,5.9,1275.7,0.95,50.1
1,225.9,5.9,1277.6,0.95,50.1
1,225.9,5.9,1281.1,0.95,50.1
1,225.8,5.9,1276.7,0.95,50.1
1,225.9,5.9,1273.3,0.95,50.1
1,225.9,5.9,1271.2,0.95,50.1
1,225.9,5.9,1272.2,0.95,50.1
1,225.9,5.9,1275.3,0.95,50.1
1,225.8,5.9,1271.3,0.95,50.1
1,225.8,5.9,1272.1,0.95,50.1
1,225.9,5.9,1272.2,0.95,50.1
1,225.7,5.9,1269.8,0.95,50.1
1,226.0,5.9,1271.6,0.95,50.1
1,226.0,5.9,1270.2,0.95,50.1
1,225.8,5.9,1269.5,0.95,50.1
1,225.8,5.9,1268.0,0.95,50.1
1,226.0,5.9,1267.3,0.95,50.2
1,226.2,5.9,1265.8,0.95,50.1
1,226.1,5.9,1265.2,0.95,50.1
1,226.1,5.9,1263.7,0.95,50.1
1,226.1,5.9,1265.1,0.95,50.1
1,226.2,5.9,1262.8,0.95,50.1
1,226.3,5.9,1265.0,0.95,50.1
1,226.2,5.9,1266.4,0.95,50.1
1,226.1,5.9,1265.3,0.95,50.1
1,226.0,5.9,1264.4,0.95,50.1
1,225.8,5.9,1264.5,0.96,50.1
1,225.8,5.9,1261.3,0.95,50.1
1,225.7,5.9,1264.5,0.95,50.1
1,225.7,5.9,1262.3,0.95,50.1
1,225.5,5.9,1263.1,0.96,50.1
1,225.6,5.9,1263.3,0.96,50.1
1,225.4,5.9,1261.4,0.96,50.1
1,225.6,5.8,1259.2,0.95,50.1
1,225.4,5.8,1258.8,0.96,50.1
